,0
170,"['Argentina:13::(with warning)', 'Australia:M', 'Austria:14', 'Brazil:12', 'Canada:PG::(British Columbia)', 'Canada:G::(Québec)', 'Chile:TE+7', 'Denmark:15', 'Finland:K-12', 'France:Tous publics::(with warning)', 'Germany:12', 'Greece:K-12', 'Hong Kong:IIA', 'Hungary:16', 'Iceland:12', 'Indonesia:13+', 'Ireland:12A', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Malaysia:P13', 'Maldives:15+', 'Malta:12', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Norway:12::(cinema rating)', 'Philippines:PG-13', 'Poland:12', 'Portugal:M/12', 'Russia:16+', 'Singapore:PG13', 'South Africa:13', 'South Africa:10-12::(DVD rating)', 'South Korea:12', 'Spain:12', 'Sweden:15', 'Taiwan:R-12', 'Thailand:13', 'United Kingdom:15', 'United States:PG-13']"
171,"['Argentina:16', 'Australia:MA15+', 'Austria:16', 'Brazil:16', 'Canada:18A', 'Canada:14A::(Alberta)', 'Canada:18A::(British Columbia/Manitoba/Ontario)', 'Canada:13+::(Quebec)', 'Chile:TE+7', 'Colombia:12', 'Denmark:15', 'Finland:K-16', 'France:12', 'Germany:16', 'Hong Kong:IIB', 'Hungary:18', 'Iceland:16', 'India:A', 'Indonesia:17+', 'Ireland:16', 'Ireland:15::(DVD rating)', 'Italy:T', 'Japan:R15+', 'Lithuania:N-16', 'Luxembourg:16', 'Malaysia:18', 'Maldives:18+', 'Malta:15', 'Mexico:B15', 'Netherlands:16', 'New Zealand:R16', 'Norway:15::(cinema rating)', 'Philippines:R-13', 'Portugal:M/16', 'Russia:18+', 'Singapore:M18', 'South Africa:16', 'South Korea:15', 'Spain:16', 'Sweden:15', 'Switzerland:16', 'Taiwan:R-15', 'Thailand:13', 'Turkey:15+', 'United Kingdom:15', 'United States:TV-MA::(LSV)', 'United States:R', 'Ukraine:16', 'Vietnam:C18']"
172,"['Australia:PG', 'Austria:10', 'Brazil:10', 'Canada:PG::(Alberta/Manitoba/Ontario)', 'Colombia:T', 'Finland:K-7', 'France:Tous publics', 'Germany:0', 'Hungary:12', 'Ireland:12A', 'Italy:T', 'Japan:G', 'Mexico:B', 'Netherlands:AL', 'New Zealand:PG', 'Norway:7::(cinema rating)', 'Portugal:M/6', 'Singapore:PG13', 'South Korea:12', 'South Korea:All', 'Spain:A::(ICAA)', 'Sweden:Btl', 'Switzerland:6', 'Taiwan:GP', 'Turkey:7+', 'United Kingdom:PG', 'United States:PG-13', 'Ukraine:16']"
173,"['Argentina:16::(with warning)', 'Australia:MA15+', 'Brazil:16', 'Canada:18A::(Alberta/British Columbia/Manitoba/Ontario)', 'Canada:16+::(Québec)', 'Chile:18', 'China:(Banned)', 'Colombia:18', 'Czech Republic:15', 'Denmark:15', 'Finland:K-16', 'France:12', 'Germany:16', 'Germany:12', 'Hong Kong:III', 'Hungary:18', 'Iceland:16', 'India:(Banned)', 'Indonesia:17+', 'Ireland:18', 'Italy:VM14', 'Japan:R15+', 'Japan:R18+', 'Lithuania:N-18', 'Malaysia:(Banned)', 'Malaysia:18::(TV rating)', 'Maldives:18+R', 'Mexico:C', 'Netherlands:16', 'Netherlands:12', 'New Zealand:R16', 'Norway:15::(cinema rating)', 'Philippines:R-18', 'Poland:16', 'Portugal:M/16', 'Russia:18+', 'Singapore:R21', 'South Africa:16', 'South Africa:18::(DVD rating)', 'South Korea:18', 'Spain:18', 'Sweden:15', 'Switzerland:16', 'Turkey:18+', 'United Kingdom:18', 'United States:TV-MA::(S)', 'United States:TV-14', 'United States:R', 'United States:Unrated', 'Ukraine:16']"
174,"['Argentina:13', 'Australia:MA15+', 'Austria:14', 'Belgium:KT/EA', 'Brazil:16', 'Bulgaria:C', 'Canada:14A::(Alberta)', 'Canada:14A::(British Columbia)', 'Canada:14A::(Manitoba)', 'Canada:13+::(Quebec)', 'Canada:14A::(Saskatchewan)', 'Chile:TE+7', 'Colombia:12', 'Czech Republic:15', 'Denmark:11', 'Ecuador:12::(Guayaquil)', 'Ecuador:15::(Quito)', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIB', 'Hungary:16', 'Iceland:16', 'India:A', 'Ireland:15A', 'Italy:T', 'Japan:G', 'Lithuania:N-16', 'Luxembourg:12', 'Malta:15', 'Mexico:B', 'Netherlands:16', 'New Zealand:R13', 'Norway:12::(cinema rating)', 'Peru:14', 'Portugal:M/14', 'Russia:18+', 'Singapore:M18', 'South Africa:16', 'South Korea:15', 'Spain:12::(ICAA)', 'Sweden:15', 'Switzerland:12', 'Taiwan:R-12', 'Turkey:15+', 'United Kingdom:15', 'United States:R']"
175,"['Argentina:13::(with warning)', 'Australia:M', 'Austria:14', 'Brazil:12', 'Canada:14A::(Alberta/Manitoba/Ontario)', 'Canada:PG::(British Columbia)', 'Canada:G::(Quebec)', 'Chile:14', 'Colombia:12', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIB', 'Hungary:16', 'India:A', 'Indonesia:13+', 'Ireland:15A', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Malaysia:P13', 'Maldives:15+', 'Malta:15', 'Mexico:B', 'Netherlands:16', 'New Zealand:M', 'Norway:12::(cinema rating)', 'Philippines:R-13', 'Poland:12', 'Portugal:M/14', 'Russia:12+', 'Singapore:PG13', 'South Africa:13', 'South Korea:15', 'Spain:12', 'Sweden:15', 'Switzerland:14', 'Taiwan:R-15', 'Thailand:13', 'Turkey:15+', 'United Kingdom:15', 'United States:TV-14', 'United States:PG-13', 'Ukraine:16', 'Vietnam:C13']"
176,"['Argentina:16', 'Australia:MA15+', 'Canada:14A::(British Columbia)', 'Chile:14', 'Denmark:15::(DVD and Blu-ray rating)', 'Finland:K-16', 'France:Tous publics avec avertissement', 'Germany:16', 'Ireland:15A', 'Italy:T', 'Japan:PG12', 'Malta:15', 'Mexico:B15', 'Netherlands:16', 'New Zealand:R16', 'Norway:15::(cinema rating)', 'Philippines:R-16', 'Portugal:M/16', 'Russia:18+', 'Singapore:M18', 'South Africa:16', 'South Korea:15', 'Spain:16::(TV rating)', 'Sweden:15', 'Switzerland:16', 'Taiwan:R-15', 'Turkey:15+', 'United Kingdom:15', 'United States:R', 'Ukraine:16']"
177,"['Argentina:Atp', 'Australia:M', 'Brazil:10', 'Canada:PG::(British Columbia)', 'Chile:TE', 'Colombia:7', 'Denmark:7', 'Denmark:A::(DVD rating)', 'Finland:S::(DVD rating)', 'France:Tous publics', 'Germany:0', 'Hong Kong:IIA', 'Hungary:12', 'India:UA', 'Ireland:12A', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Malaysia:P13', 'Mexico:B', 'Netherlands:AL', 'New Zealand:M', 'Norway:A::(cinema rating)', 'Philippines:PG-13', 'Portugal:M/12', 'Russia:16+', 'Singapore:PG13', 'South Africa:7-9', 'South Korea:12', 'Spain:A/fig', 'Sweden:Btl', 'Switzerland:8', 'Taiwan:PG-12', 'Turkey:13A', 'United Kingdom:12A', 'United States:PG-13']"
178,"['Argentina:13', 'Australia:M', 'Austria:14', 'Brazil:14', 'Canada:14A::(Ontario)', 'Canada:13+::(Quebec)', 'Denmark:15', 'Finland:K-16', 'France:Tous publics', 'Germany:16', 'Hong Kong:IIB', 'Ireland:15A', 'Italy:T::(DVD rating)', 'Japan:PG12', 'Lithuania:N-13', 'Malaysia:18', 'Malta:15', 'Mexico:B', 'Netherlands:12', 'New Zealand:R16', 'Norway:15::(iTunes rating)', 'Philippines:R-13', 'Portugal:M/14', 'Singapore:M18', 'Singapore:NC16', 'South Africa:13', 'South Africa:16::(DVD rating)', 'South Korea:15', 'Sweden:15', 'Switzerland:14', 'Thailand:15', 'United Kingdom:15', 'United States:R', 'Ukraine:16']"
179,"['Argentina:16', 'Australia:M', 'Austria:12', 'Brazil:14', 'Canada:14A::(Alberta)', 'Canada:PG::(British Columbia)', 'Chile:14', 'Colombia:12', 'Denmark:15', 'Finland:K-12', 'France:Tous Public', 'Germany:12', 'Hong Kong:IIA', 'Ireland:12A', 'Italy:T', 'Japan:G', 'Mexico:B', 'Netherlands:12', 'Norway:12::(TV rating)', 'Norway:12::(VOD)', 'Portugal:M/14', 'Singapore:PG', 'South Africa:13', 'South Korea:15', 'Spain:12', 'Sweden:11', 'Switzerland:12', 'Taiwan:PG-12', 'Thailand:15', 'United Kingdom:12A', 'United Kingdom:12::(DVD rating)', 'United States:PG-13']"
180,"['Argentina:13::(with warning)', 'Australia:M', 'Austria:12', 'Brazil:14', 'Canada:PG::(Alberta)', 'Canada:PG::(British Columbia)', 'Canada:PG::(Manitoba)', 'Canada:PG::(Ontario)', 'Canada:G::(Quebec)', 'Chile:TE+7', 'Denmark:11', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIA', 'Hungary:16', 'Iceland:12', 'Indonesia:D', 'Ireland:12A', 'Ireland:12::(Blu-ray rating)', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Malaysia:P13', 'Malta:12A', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Norway:12::(cinema rating)', 'Philippines:PG-13', 'Portugal:M/12', 'Russia:16+', 'Singapore:PG13', 'South Africa:13', 'South Korea:15', 'Spain:12', 'Sweden:11', 'Switzerland:12', 'Taiwan:R-15', 'Thailand:13', 'United Kingdom:12A', 'United Kingdom:12::(Blu-ray rating)', 'United Kingdom:12::(DVD rating)', 'United Kingdom:12A', 'United States:PG-13', 'Vietnam:C16']"
181,"['Argentina:Atp', 'Australia:PG', 'Austria:6', 'Brazil:Livre', 'Canada:G::(Alberta)', 'Canada:G::(British Columbia)', 'Canada:G::(Quebec)', 'Canada:PG', 'Chile:TE', 'Colombia:T', 'Denmark:7', 'Finland:K-7', 'France:Tous publics', 'Germany:0', 'Germany:6::(video rating)', 'Greece:K::(DVD rating)', 'Hong Kong:I', 'Hungary:6', 'India:U', 'Indonesia:SU', 'Ireland:PG', 'Italy:T', 'Japan:G', 'Lithuania:V', 'Luxembourg:A', 'Malaysia:U', 'Mexico:A', 'Netherlands:6', 'New Zealand:PG', 'Nigeria:G', 'Norway:7::(cinema rating)', 'Philippines:G', 'Portugal:M/6', 'Russia:12+', 'Russia:0+', 'Singapore:PG', 'South Africa:PG', 'South Korea:All', 'South Korea:7::(new rating)', 'Spain:A', 'Spain:7::(VHS and DVD rating)', 'Sweden:7', 'Switzerland:6', 'Taiwan:GP', 'Thailand:G', 'Turkey:7+', 'United Kingdom:PG', 'United States:TV-G', 'United States:TV-PG::(TV rating)', 'United States:PG', 'Ukraine:ZA', 'Vietnam:P', 'Vietnam:P', 'Vietnam:P']"
182,"['Argentina:13', 'Australia:M', 'Brazil:12', 'Canada:PG::(Alberta/British Columbia/Manitoba/Ontario)', 'Canada:G::(Quebec)', 'Chile:TE+7', 'Finland:K-12', 'France:Tous publics', 'Germany:0', 'Hong Kong:IIA', 'Hungary:12', 'Ireland:12A', 'Japan:G', 'Mexico:B', 'Netherlands:AL', 'New Zealand:M', 'Norway:A::(cinema rating)', 'Philippines:PG-13', 'Portugal:M/12', 'Singapore:NC16', 'South Africa:10-12', 'South Korea:12', 'Spain:7', 'Sweden:Btl', 'Switzerland:0', 'Taiwan:GP', 'Turkey:7+', 'United Kingdom:12A', 'United States:PG-13', 'Ukraine:16']"
183,"['Argentina:13', 'Australia:M', 'Austria:12', 'Brazil:14', 'Canada:PG::(British Columbia)', 'Canada:13+::(Québec)', 'Chile:TE+7', 'Colombia:12', 'Denmark:11', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIA', 'Hungary:16', 'Iceland:12', 'India:UA', 'Ireland:12A', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Malaysia:P13', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Norway:15::(cinema rating)', 'Philippines:PG-13', 'Portugal:M/12', 'Russia:16+', 'Singapore:PG13', 'South Africa:13', 'South Korea:15', 'Spain:12', 'Spain:12::(ICAA)', 'Sweden:15', 'Switzerland:12', 'Taiwan:R-12', 'Thailand:13', 'United Kingdom:12A', 'United States:PG-13', 'Vietnam:C16']"
184,"['Argentina:13', 'Australia:MA15+', 'Austria:12', 'Brazil:14', 'Canada:14A::(Alberta/British Columbia/Manitoba/Ontario)', 'Canada:14A::(British Columbia)', 'Canada:14A::(Canadian Home Video rating)', 'Canada:13+::(Quebec)', 'Chile:TE+7', 'Colombia:12', 'Denmark:11', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIB', 'Hungary:16', 'Ireland:15A', 'Ireland:15::(Blu-ray rating)', 'Ireland:15::(DVD rating)', 'Italy:T', 'Japan:G', 'Lithuania:N-16', 'Malaysia:(Banned)', 'Mexico:B-15', 'Netherlands:12', 'New Zealand:M', 'Norway:11::(cinema rating)', 'Philippines:R-13', 'Poland:12', 'Portugal:M/14', 'Singapore:M18', 'Singapore:NC16', 'South Africa:16', 'South Korea:15', 'Spain:16::(ICAA)', 'Sweden:11', 'Switzerland:12', 'Thailand:13', 'United Kingdom:15', 'United Kingdom:15::(Blu-ray rating)', 'United Kingdom:15::(DVD rating)', 'United States:R', 'Ukraine:16']"
185,"['Argentina:13::(with warning)', 'Australia:M', 'Austria:10', 'Canada:PG', 'Canada:G::(Québec)', 'Denmark:11', 'Finland:K-12', 'France:Tous publics::(with warning)', 'Germany:12', 'Hong Kong:IIB', 'Hungary:12', 'Iceland:12', 'India:UA', 'Indonesia:13+', 'Indonesia:17+::(DVD rating)', 'Ireland:12A', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Malaysia:P13', 'Maldives:18+', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Norway:12::(cinema rating)', 'Philippines:PG-13', 'Poland:12', 'Portugal:M/12', 'Russia:12+', 'Russia:16+::(DVD rating)', 'Singapore:NC16', 'Singapore:PG13', 'South Africa:10-12', 'South Korea:12', 'Spain:7::(ICAA)', 'Sweden:11', 'Switzerland:12', 'Taiwan:PG-12', 'Thailand:13', 'United Kingdom:12A', 'United States:PG-13', 'Ukraine:12', 'Vietnam:C16']"
186,"['Argentina:Atp', 'Australia:PG', 'Austria:8', 'Belgium:KT/EA', 'Brazil:Livre', 'Bulgaria:B', 'Canada:PG::(Alberta/British Columbia/Manitoba/Saskatchewan)', 'Canada:G::(Quebec)', 'Chile:TE', 'Colombia:T', 'Czech Republic:U', 'Denmark:7', 'Ecuador:TP', 'Finland:K-7', 'France:Tous publics', 'Germany:6', 'Greece:K', 'Hong Kong:I', 'Hungary:6', 'Iceland:L', 'India:U', 'Indonesia:SU', 'Ireland:PG', 'Italy:T', 'Japan:G', 'Lithuania:V', 'Luxembourg:6', 'Malaysia:P13', 'Maldives:12+', 'Malta:PG', 'Mexico:A', 'Netherlands:6', 'New Zealand:PG', 'Nigeria:G', 'Norway:7', 'Peru:Apt', 'Philippines:PG-13', 'Poland:b.o.', 'Portugal:M/6', 'Puerto Rico:PG', 'Russia:6+', 'Singapore:PG', 'South Africa:7-9', 'South Korea:All', 'Spain:A/i', 'Sweden:7', 'Switzerland:6', 'Taiwan:GP', 'Thailand:13', 'United Kingdom:PG', 'United States:PG', 'Ukraine:ZA', 'Vietnam:P']"
187,"['Australia:M', 'Canada:PG::(British Columbia)', 'Finland:K-12', 'France:Tous Public', 'Germany:12', 'Ireland:12A', 'Ireland:12::(DVD rating)', 'Italy:T', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Norway:12::(Streaming rating)', 'Norway:15::(TV rating)', 'Philippines:PG-13', 'Singapore:PG13', 'Singapore:NC16::(DVD rating)', 'South Africa:10-12', 'South Korea:15', 'Spain:7::(ICAA)', 'United Kingdom:12A', 'United Kingdom:12::(DVD rating)', 'United States:PG-13', 'Ukraine:12']"
188,"['Argentina:13', 'Australia:M', 'Austria:12', 'Brazil:12', 'Canada:PG::(British Columbia)', 'Canada:G::(Quebec)', 'Chile:TE+7', 'Colombia:7', 'Czech Republic:12', 'Denmark:11', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIA', 'Hungary:12', 'Iceland:12', 'India:UA', 'Indonesia:13+', 'Ireland:12A', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Malaysia:P13', 'Maldives:15+', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Norway:12::(cinema rating)', 'Philippines:PG-13', 'Portugal:M/12', 'Russia:12+', 'Singapore:PG13', 'Slovakia:12', 'South Africa:10-12', 'South Korea:12', 'Spain:7', 'Sweden:11', 'Switzerland:12', 'Taiwan:PG-12', 'Thailand:G', 'United Kingdom:12A', 'United Kingdom:12::(DVD rating)', 'United States:PG-13', 'Vietnam:C13', 'Vietnam:P']"
189,"['Argentina:Atp', 'Australia:G', 'Austria:6', 'Brazil:Livre', 'Canada:G::(British Columbia)', 'Canada:G::(Québec)', 'Chile:TE', 'Colombia:T', 'Finland:K-7', 'France:Tous publics', 'Germany:0', 'Hong Kong:I', 'Hungary:6', 'India:UA', 'Indonesia:SU', 'Ireland:G', 'Italy:T', 'Japan:G', 'Maldives:PG', 'Malta:U', 'Mexico:AA', 'Netherlands:6', 'New Zealand:G', 'Norway:7::(cinema rating)', 'Portugal:M/6', 'Russia:6+', 'Singapore:PG', 'South Korea:All', 'Spain:A/i::(ICAA)', 'Sweden:7', 'Switzerland:0', 'Taiwan:GP', 'United Kingdom:U', 'United States:TV-G', 'United States:PG', 'Ukraine:ZA']"
190,['Hong Kong:IIA']
191,"['Argentina:16', 'Australia:MA15+', 'Brazil:14', 'Canada:14A::(British Columbia)', 'Chile:18', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Hong Kong:III', 'Ireland:15A', 'Italy:T', 'Mexico:B15', 'Netherlands:12', 'New Zealand:R16', 'Norway:9', 'Portugal:M/14', 'Russia:18+', 'Singapore:R21', 'South Korea:18', 'Spain:16::(ICAA)', 'Sweden:7', 'Switzerland:12', 'Taiwan:R-15', 'Taiwan:R-18::(DVD)', 'United Kingdom:15', 'United States:R']"
192,"['Argentina:16', 'Australia:MA15+', 'Canada:14A::(British Columbia)', 'Canada:13+::(Quebec)', 'Chile:14', 'Finland:K-16', 'France:12', 'Germany:16', 'Hong Kong:IIB', 'Japan:PG12', 'Mexico:B-15', 'Netherlands:12', 'New Zealand:R16', 'Norway:15::(cinema rating)', 'Philippines:R-16', 'Portugal:M/14', 'Singapore:NC16', 'South Korea:18', 'Sweden:15', 'United Kingdom:15', 'United States:TV-14', 'United States:R']"
193,"['Argentina:13::(with warning)', 'Australia:M', 'Austria:8', 'Brazil:14', 'Canada:14A::(Alberta)', 'Canada:PG::(British Columbia)', 'Canada:14A::(Ontario)', 'Canada:G::(Québec)', 'Chile:14', 'Chile:18', 'Denmark:7', 'Finland:K-12', 'France:Tous publics', 'Germany:6', 'Hong Kong:III', 'Hungary:16', 'Iceland:12', 'Ireland:15A', 'Italy:T', 'Japan:PG12', 'Lithuania:N-16', 'Malaysia:(Banned)', 'Malaysia:18', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Norway:A::(cinema rating)', 'Portugal:M/14', 'Russia:18+', 'Singapore:R21', 'South Africa:13', 'South Korea:18', 'Spain:12::(ICAA)', 'Sweden:15', 'Switzerland:14', 'Taiwan:R-15', 'Thailand:15', 'Turkey:15+', 'United Kingdom:15', 'United States:R', 'Ukraine:16']"
194,"['Argentina:13', 'Australia:M', 'Austria:12', 'Brazil:14', 'Canada:PG::(British Columbia)', 'Chile:TE+7', 'Denmark:11', 'Finland:K-16', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIA', 'Hungary:12', 'Iceland:12', 'India:UA', 'Indonesia:13+', 'Ireland:12A', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Malaysia:P13', 'Maldives:18+', 'Malta:12A', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Norway:9::(cinema rating)', 'Philippines:PG-13', 'Portugal:M/12', 'Russia:12+', 'Singapore:PG13', 'South Africa:7-9', 'South Africa:10-12::(DVD rating)', 'South Korea:12', 'Spain:7', 'Sweden:15', 'Switzerland:12', 'Taiwan:PG-12', 'Thailand:15', 'United Kingdom:12A', 'United States:PG-13', 'Ukraine:12', 'Vietnam:C16']"
195,"['Argentina:13', 'Australia:M', 'Austria:14', 'Brazil:14', 'Canada:14A::(Alberta)', 'Canada:14A::(British Columbia)', 'Canada:14A::(Manitoba)', 'Canada:13+::(Quebec)', 'Chile:TE+7', 'Colombia:12', 'Denmark:11', 'Finland:K-16', 'France:Tous publics', 'Germany:16', 'Hong Kong:IIB', 'Hungary:16', 'Iceland:12', 'India:UA', 'Ireland:12A', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Malaysia:18', 'Mexico:B15', 'Netherlands:12', 'New Zealand:M', 'Norway:15::(cinema rating)', 'Philippines:R-13', 'Portugal:M/14', 'Singapore:PG13', 'South Africa:16', 'South Korea:15', 'Spain:12', 'Sweden:15', 'Switzerland:14', 'Taiwan:R-15', 'Thailand:15', 'Turkey:13+', 'United Kingdom:12A', 'United States:PG-13', 'Ukraine:16']"
196,"['Argentina:16', 'Australia:MA15+', 'Austria:16', 'Brazil:16', 'Canada:14A::(Alberta)', 'Canada:14A::(British Columbia)', 'Canada:18A::(Canadian Home Video rating)', 'Canada:18A::(Manitoba)', 'Canada:18A::(Ontario)', 'Canada:13+::(Quebec)', 'Chile:14', 'Colombia:15', 'Finland:K-16', 'France:12', 'Germany:16', 'Hong Kong:III', 'Hong Kong:IIB', 'Hungary:18', 'India:A', 'Indonesia:21+', 'Ireland:16', 'Ireland:15::(DVD rating)', 'Italy:T', 'Japan:R15+', 'Lithuania:N-16', 'Luxembourg:16', 'Malaysia:18', 'Malta:15', 'Mexico:B15', 'Netherlands:16', 'New Zealand:R16', 'Norway:15::(cinema rating)', 'Philippines:R-16', 'Portugal:M/16', 'Russia:18+', 'Singapore:R21', 'South Africa:16', 'South Korea:18', 'Spain:12', 'Switzerland:16', 'Taiwan:R-18', 'Thailand:18', 'Turkey:18+', 'United Kingdom:15', 'United States:R', 'Ukraine:16', 'Vietnam:C18']"
197,"['Argentina:13', 'Australia:M', 'Canada:PG::(British Columbia)', 'Chile:TE+7', 'Denmark:11', 'Finland:K-12', 'France:Tous publics', 'Germany:6', 'Ireland:12A', 'Malaysia:P13', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Norway:11::(cinema rating)', 'Philippines:PG-13', 'Singapore:PG13', 'South Africa:10-12', 'South Korea:15', 'Spain:7::(ICAA)', 'Sweden:11', 'Thailand:13', 'United Kingdom:12A', 'United States:PG-13']"
198,"['Argentina:Atp', 'Australia:M', 'Austria:8', 'Brazil:10', 'Canada:PG::(Alberta)', 'Canada:PG::(British Columbia)', 'Chile:TE', 'Denmark:7', 'Finland:S', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIA', 'Hungary:12', 'India:U', 'Ireland:12A', 'Italy:T', 'Lithuania:N-13', 'Malaysia:P13', 'Mexico:B', 'Netherlands:6', 'New Zealand:M', 'Nigeria:15', 'Norway:7::(cinema rating)', 'Philippines:PG-13', 'Portugal:M/12', 'Singapore:PG13', 'South Africa:7-9', 'South Africa:PG::(DVD rating)', 'South Korea:12', 'Spain:7/fig::(ICAA)', 'Sweden:7', 'Switzerland:8', 'Taiwan:PG-12', 'Turkey:G', 'United Kingdom:12A', 'United Kingdom:12::(video)', 'United States:PG-13', 'Ukraine:ZA', 'Vietnam:C13']"
199,"['Argentina:Atp', 'Australia:G', 'Austria:0', 'Belgium:KT/EA', 'Brazil:Livre', 'Canada:G', 'Chile:TE', 'Colombia:T', 'Denmark:A', 'Finland:S', 'France:Tous publics', 'Germany:0::(bw)', 'Greece:K', 'Hong Kong:I', 'Hungary:KN', 'Indonesia:SU', 'Ireland:G', 'Italy:T', 'Japan:G', 'Lithuania:V', 'Malaysia:U', 'Maldives:G', 'Malta:U', 'Mexico:AA', 'Netherlands:AL', 'New Zealand:G', 'Nigeria:G', 'Norway:A::(cinema rating)', 'Philippines:G', 'Portugal:M/6', 'Portugal:M/3', 'Russia:0+', 'Russia:6+::(2015, 2018, theatrical rating, video, Blu-ray rating)', 'Singapore:G', 'South Africa:A', 'South Korea:All', 'Spain:A', 'Sweden:Btl', 'Switzerland:0', 'Taiwan:GP', 'Thailand:G', 'Turkey:G', 'United Kingdom:U', 'United States:TV-G', 'United States:TV-PG::(FX)', 'United States:G', 'Ukraine:ZA']"
200,"['Argentina:13', 'Australia:M', 'Brazil:12', 'Canada:PG::(British Columbia)', 'Chile:TE+7', 'Finland:K-7', 'France:Tous Public', 'Germany:12', 'Hong Kong:IIA', 'Hungary:16', 'Ireland:12A', 'Lithuania:N-13', 'Malaysia:18', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Norway:12', 'Philippines:R-13', 'Portugal:M/12', 'Singapore:PG13', 'South Africa:10-12', 'South Korea:15', 'Sweden:11', 'Switzerland:14', 'Taiwan:R-12', 'Thailand:15', 'United Kingdom:12A', 'United States:PG-13', 'Ukraine:16']"
201,"['Germany:12', 'United States:Not Rated']"
202,"['Argentina:16', 'Australia:M', 'Austria:14', 'Brazil:14', 'Canada:14A::(British Columbia)', 'Chile:14', 'Denmark:15::(DVD rating)', 'Finland:K-16', 'France:Tous publics::(with warning)', 'Germany:16', 'Hong Kong:IIB', 'Indonesia:D', 'Ireland:15A', 'Italy:T::(DVD rating)', 'Lithuania:N-13', 'Malaysia:18', 'Mexico:B-15', 'Netherlands:16', 'New Zealand:R13', 'Norway:15::(DVD rating)', 'Philippines:R-13', 'Singapore:NC16', 'South Africa:13', 'South Korea:15', 'Spain:16', 'Spain:13::(internet)', 'Sweden:15', 'Switzerland:16', 'United Kingdom:15', 'United States:R', 'Ukraine:16']"
203,"['Argentina:16', 'Australia:MA15+', 'Chile:14', 'France:12::(with warning)', 'Germany:16', 'Ireland:16', 'Mexico:B-15', 'Netherlands:16', 'New Zealand:R16', 'Norway:15::(VOD)', 'Philippines:R-13', 'Singapore:NC16', 'South Korea:15', 'Taiwan:R-15', 'United Kingdom:15', 'United States:Not Rated']"
204,"['Argentina:13', 'Australia:M', 'Austria:12', 'Brazil:12', 'Canada:PG', 'Canada:G::(Québec)', 'Chile:TE+7', 'Colombia:7', 'Denmark:11', 'Finland:K-12', 'France:Tous publics', 'Germany:12', 'Hong Kong:IIA', 'Hungary:12', 'Iceland:10', 'India:U', 'Indonesia:SU', 'Indonesia:13+::(DVD rating)', 'Ireland:12A', 'Ireland:12::(Blu-ray rating)', 'Ireland:12::(DVD rating)', 'Ireland:12::(video)', 'Italy:T', 'Japan:G', 'Lithuania:N-13', 'Malaysia:P13', 'Malta:PG', 'Mexico:B', 'Netherlands:12', 'New Zealand:M', 'Norway:12::(cinema rating)', 'Philippines:PG-13', 'Poland:12', 'Portugal:M/12', 'Russia:12+', 'Singapore:PG', 'South Africa:13', 'South Africa:10-12::(video)', 'South Korea:12', 'Spain:7', 'Sweden:11', 'Switzerland:12', 'Taiwan:GP', 'Thailand:G', 'Turkey:13A', 'United Kingdom:12A', 'United Kingdom:12::(Blu-ray rating)', 'United Kingdom:12::(DVD rating)', 'United States:PG-13', 'Ukraine:12', 'Vietnam:P', 'Vietnam:C13']"
